gene,gene_url,gene_url_lynx,gene_url_ucsc
HRAS,https://www.dbdb.urmc.rochester.edu/genes/HRAS?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=HRAS,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=HRAS
HSD17B10,https://www.dbdb.urmc.rochester.edu/genes/HSD17B10?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=HSD17B10,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=HSD17B10
HTT,https://www.dbdb.urmc.rochester.edu/genes/HTT?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=HTT,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=HTT
HUWE1,https://www.dbdb.urmc.rochester.edu/genes/HUWE1?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=HUWE1,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=HUWE1
IER3IP1,https://www.dbdb.urmc.rochester.edu/genes/IER3IP1?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=IER3IP1,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=IER3IP1
IL1RAPL1,https://www.dbdb.urmc.rochester.edu/genes/IL1RAPL1?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=IL1RAPL1,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=IL1RAPL1
IMPDH1,https://www.dbdb.urmc.rochester.edu/genes/IMPDH1?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=IMPDH1,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=IMPDH1
INPP5E,https://www.dbdb.urmc.rochester.edu/genes/INPP5E?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=INPP5E,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=INPP5E
IQSEC2,https://www.dbdb.urmc.rochester.edu/genes/IQSEC2?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=IQSEC2,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=IQSEC2
ISPD,https://www.dbdb.urmc.rochester.edu/genes/ISPD?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=ISPD,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=ISPD
ITGB6,https://www.dbdb.urmc.rochester.edu/genes/ITGB6?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=ITGB6,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=ITGB6
JARID1C,https://www.dbdb.urmc.rochester.edu/genes/JARID1C?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=JARID1C,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=JARID1C
KAL1,https://www.dbdb.urmc.rochester.edu/genes/KAL1?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=KAL1,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=KAL1
KANK1,https://www.dbdb.urmc.rochester.edu/genes/KANK1?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=KANK1,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=KANK1
KANSL1,https://www.dbdb.urmc.rochester.edu/genes/KANSL1?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=KANSL1,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=KANSL1
KAT6A,https://www.dbdb.urmc.rochester.edu/genes/KAT6A?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=KAT6A,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=KAT6A
KAT6B,https://www.dbdb.urmc.rochester.edu/genes/KAT6B?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=KAT6B,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=KAT6B
KATNAL2,https://www.dbdb.urmc.rochester.edu/genes/KATNAL2?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=KATNAL2,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=KATNAL2
KATNB1,https://www.dbdb.urmc.rochester.edu/genes/KATNB1?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=KATNB1,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=KATNB1
KCNA2,https://www.dbdb.urmc.rochester.edu/genes/KCNA2?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=KCNA2,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=KCNA2
KCNB1,https://www.dbdb.urmc.rochester.edu/genes/KCNB1?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=KCNB1,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=KCNB1
KCNH1,https://www.dbdb.urmc.rochester.edu/genes/KCNH1?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=KCNH1,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=KCNH1
KCNJ11,https://www.dbdb.urmc.rochester.edu/genes/KCNJ11?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=KCNJ11,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=KCNJ11
KCNJ13,https://www.dbdb.urmc.rochester.edu/genes/KCNJ13?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=KCNJ13,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=KCNJ13
KCNJ6,https://www.dbdb.urmc.rochester.edu/genes/KCNJ6?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=KCNJ6,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=KCNJ6
KCNJ8,https://www.dbdb.urmc.rochester.edu/genes/KCNJ8?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=KCNJ8,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=KCNJ8
KCNQ2,https://www.dbdb.urmc.rochester.edu/genes/KCNQ2?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=KCNQ2,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=KCNQ2
KCNQ3,https://www.dbdb.urmc.rochester.edu/genes/KCNQ3?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=KCNQ3,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=KCNQ3
KCNT1,https://www.dbdb.urmc.rochester.edu/genes/KCNT1?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=KCNT1,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=KCNT1
KDM5C,https://www.dbdb.urmc.rochester.edu/genes/KDM5C?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=KDM5C,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=KDM5C
KDM6A,https://www.dbdb.urmc.rochester.edu/genes/KDM6A?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=KDM6A,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=KDM6A
KIAA1279,https://www.dbdb.urmc.rochester.edu/genes/KIAA1279?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=KIAA1279,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=KIAA1279
KIAA2022,https://www.dbdb.urmc.rochester.edu/genes/KIAA2022?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=KIAA2022,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=KIAA2022
KIF11,https://www.dbdb.urmc.rochester.edu/genes/KIF11?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=KIF11,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=KIF11
KIF14,https://www.dbdb.urmc.rochester.edu/genes/KIF14?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=KIF14,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=KIF14
KIF2A,https://www.dbdb.urmc.rochester.edu/genes/KIF2A?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=KIF2A,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=KIF2A
KIF4A,https://www.dbdb.urmc.rochester.edu/genes/KIF4A?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=KIF4A,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=KIF4A
KIF5C,https://www.dbdb.urmc.rochester.edu/genes/KIF5C?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=KIF5C,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=KIF5C
KIF7,https://www.dbdb.urmc.rochester.edu/genes/KIF7?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=KIF7,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=KIF7
KIRREL3,https://www.dbdb.urmc.rochester.edu/genes/KIRREL3?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=KIRREL3,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=KIRREL3
KMT2A,https://www.dbdb.urmc.rochester.edu/genes/KMT2A?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=KMT2A,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=KMT2A
KPNA7,https://www.dbdb.urmc.rochester.edu/genes/KPNA7?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=KPNA7,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=KPNA7
KPTN,https://www.dbdb.urmc.rochester.edu/genes/KPTN?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=KPTN,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=KPTN
KRAS,https://www.dbdb.urmc.rochester.edu/genes/KRAS?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=KRAS,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=KRAS
KRIT1,https://www.dbdb.urmc.rochester.edu/genes/KRIT1?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=KRIT1,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=KRIT1
L1CAM,https://www.dbdb.urmc.rochester.edu/genes/L1CAM?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=L1CAM,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=L1CAM
LAMA2,https://www.dbdb.urmc.rochester.edu/genes/LAMA2?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=LAMA2,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=LAMA2
LAMB1,https://www.dbdb.urmc.rochester.edu/genes/LAMB1?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=LAMB1,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=LAMB1
LAMC1,https://www.dbdb.urmc.rochester.edu/genes/LAMC1?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=LAMC1,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=LAMC1
LAMC3,https://www.dbdb.urmc.rochester.edu/genes/LAMC3?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=LAMC3,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=LAMC3
LARGE,https://www.dbdb.urmc.rochester.edu/genes/LARGE?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=LARGE,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=LARGE
LCA5,https://www.dbdb.urmc.rochester.edu/genes/LCA5?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=LCA5,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=LCA5
LGI1,https://www.dbdb.urmc.rochester.edu/genes/LGI1?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=LGI1,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=LGI1
LIG4,https://www.dbdb.urmc.rochester.edu/genes/LIG4?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=LIG4,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=LIG4
LONP1,https://www.dbdb.urmc.rochester.edu/genes/LONP1?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=LONP1,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=LONP1
LRAT,https://www.dbdb.urmc.rochester.edu/genes/LRAT?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=LRAT,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=LRAT
LRP2,https://www.dbdb.urmc.rochester.edu/genes/LRP2?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=LRP2,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=LRP2
MAGT1,https://www.dbdb.urmc.rochester.edu/genes/MAGT1?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=MAGT1,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=MAGT1
MAP2K1,https://www.dbdb.urmc.rochester.edu/genes/MAP2K1?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=MAP2K1,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=MAP2K1
MAP2K2,https://www.dbdb.urmc.rochester.edu/genes/MAP2K2?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=MAP2K2,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=MAP2K2
MCPH1,https://www.dbdb.urmc.rochester.edu/genes/MCPH1?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=MCPH1,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=MCPH1
MECP2,https://www.dbdb.urmc.rochester.edu/genes/MECP2?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=MECP2,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=MECP2
MED12,https://www.dbdb.urmc.rochester.edu/genes/MED12?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=MED12,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=MED12
MED13L,https://www.dbdb.urmc.rochester.edu/genes/MED13L?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=MED13L,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=MED13L
MED17,https://www.dbdb.urmc.rochester.edu/genes/MED17?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=MED17,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=MED17
MED23,https://www.dbdb.urmc.rochester.edu/genes/MED23?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=MED23,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=MED23
MED25,https://www.dbdb.urmc.rochester.edu/genes/MED25?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=MED25,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=MED25
MEF2C,https://www.dbdb.urmc.rochester.edu/genes/MEF2C?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=MEF2C,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=MEF2C
MEIS2,https://www.dbdb.urmc.rochester.edu/genes/MEIS2?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=MEIS2,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=MEIS2
METTL23,https://www.dbdb.urmc.rochester.edu/genes/METTL23?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=METTL23,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=METTL23
MID1,https://www.dbdb.urmc.rochester.edu/genes/MID1?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=MID1,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=MID1
MKKS,https://www.dbdb.urmc.rochester.edu/genes/MKKS?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=MKKS,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=MKKS
MKS1,https://www.dbdb.urmc.rochester.edu/genes/MKS1?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=MKS1,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=MKS1
MLL2,https://www.dbdb.urmc.rochester.edu/genes/MLL2?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=MLL2,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=MLL2
MPDU1,https://www.dbdb.urmc.rochester.edu/genes/MPDU1?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=MPDU1,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=MPDU1
MTOR,https://www.dbdb.urmc.rochester.edu/genes/MTOR?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=MTOR,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=MTOR
MYCN,https://www.dbdb.urmc.rochester.edu/genes/MYCN?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=MYCN,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=MYCN
MYO18B,https://www.dbdb.urmc.rochester.edu/genes/MYO18B?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=MYO18B,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=MYO18B
NBN,https://www.dbdb.urmc.rochester.edu/genes/NBN?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=NBN,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=NBN
NDE1,https://www.dbdb.urmc.rochester.edu/genes/NDE1?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=NDE1,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=NDE1
NDP,https://www.dbdb.urmc.rochester.edu/genes/NDP?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=NDP,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=NDP
NECAP1,https://www.dbdb.urmc.rochester.edu/genes/NECAP1?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=NECAP1,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=NECAP1
NF1,https://www.dbdb.urmc.rochester.edu/genes/NF1?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=NF1,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=NF1
NFIA,https://www.dbdb.urmc.rochester.edu/genes/NFIA?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=NFIA,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=NFIA
NGLY1,https://www.dbdb.urmc.rochester.edu/genes/NGLY1?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=NGLY1,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=NGLY1
NHEJ1,https://www.dbdb.urmc.rochester.edu/genes/NHEJ1?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=NHEJ1,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=NHEJ1
NHS,https://www.dbdb.urmc.rochester.edu/genes/NHS?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=NHS,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=NHS
NID1,https://www.dbdb.urmc.rochester.edu/genes/NID1?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=NID1,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=NID1
NIPBL,https://www.dbdb.urmc.rochester.edu/genes/NIPBL?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=NIPBL,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=NIPBL
NKX2-1,https://www.dbdb.urmc.rochester.edu/genes/NKX2-1?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=NKX2-1,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=NKX2-1
NLGN3,https://www.dbdb.urmc.rochester.edu/genes/NLGN3?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=NLGN3,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=NLGN3
NLGN4X,https://www.dbdb.urmc.rochester.edu/genes/NLGN4X?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=NLGN4X,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=NLGN4X
NMNAT1,https://www.dbdb.urmc.rochester.edu/genes/NMNAT1?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=NMNAT1,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=NMNAT1
NPHP1,https://www.dbdb.urmc.rochester.edu/genes/NPHP1?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=NPHP1,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=NPHP1
NPRL3,https://www.dbdb.urmc.rochester.edu/genes/NPRL3?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=NPRL3,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=NPRL3
NRAS,https://www.dbdb.urmc.rochester.edu/genes/NRAS?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=NRAS,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=NRAS
NRXN1,https://www.dbdb.urmc.rochester.edu/genes/NRXN1?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=NRXN1,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=NRXN1
NRXN2,https://www.dbdb.urmc.rochester.edu/genes/NRXN2?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=NRXN2,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=NRXN2
NSD1,https://www.dbdb.urmc.rochester.edu/genes/NSD1?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=NSD1,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=NSD1
NSDHL,https://www.dbdb.urmc.rochester.edu/genes/NSDHL?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=NSDHL,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=NSDHL
NSUN2,https://www.dbdb.urmc.rochester.edu/genes/NSUN2?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=NSUN2,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=NSUN2
OCLN,https://www.dbdb.urmc.rochester.edu/genes/OCLN?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=OCLN,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=OCLN
OCRL,https://www.dbdb.urmc.rochester.edu/genes/OCRL?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=OCRL,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=OCRL
OFD1,https://www.dbdb.urmc.rochester.edu/genes/OFD1?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=OFD1,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=OFD1
OPHN1,https://www.dbdb.urmc.rochester.edu/genes/OPHN1?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=OPHN1,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=OPHN1
ORC1,https://www.dbdb.urmc.rochester.edu/genes/ORC1?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=ORC1,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=ORC1
ORC4,https://www.dbdb.urmc.rochester.edu/genes/ORC4?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=ORC4,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=ORC4
