phenotype,gene,gene_chromosome,gene_inheritence,syndrome,phenotype_description,phenotype_name,phenotype_url,gene_url,gene_url_lynx,gene_url_ucsc,syndrome_features,syndrome_inheritence,syndrome_name,syndrome_synonyms,syndrome_url
MIC,BCOR,2,XL,Lenz,"Occipito-frontal (head) circumference (OFC) less than 3rd centile compared to appropriate, age matched, normal standards.",Microcephaly,https://www.dbdb.urmc.rochester.edu/phenotypes/MIC?content-type=text/html,https://www.dbdb.urmc.rochester.edu/genes/BCOR?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=BCOR,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=BCOR,"Unilateral or bilateral microphthalmia, malformations of the ears, teeth, fingers, skeleton, and/or genitourinary system.",XL,Lenz microphthalmia syndrome,"Lenz Dysplasia, Syndromic Microphthalmia",https://www.dbdb.urmc.rochester.edu/syndromes/Lenz?content-type=text/html
MIC,BMP4,2,AD/de novo,,"Occipito-frontal (head) circumference (OFC) less than 3rd centile compared to appropriate, age matched, normal standards.",Microcephaly,https://www.dbdb.urmc.rochester.edu/phenotypes/MIC?content-type=text/html,https://www.dbdb.urmc.rochester.edu/genes/BMP4?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=BMP4,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=BMP4,,,,,
MIC,BRF1,2,AR,,"Occipito-frontal (head) circumference (OFC) less than 3rd centile compared to appropriate, age matched, normal standards.",Microcephaly,https://www.dbdb.urmc.rochester.edu/phenotypes/MIC?content-type=text/html,https://www.dbdb.urmc.rochester.edu/genes/BRF1?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=BRF1,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=BRF1,,,,,
MIC,CASC5,3,AR,,"Occipito-frontal (head) circumference (OFC) less than 3rd centile compared to appropriate, age matched, normal standards.",Microcephaly,https://www.dbdb.urmc.rochester.edu/phenotypes/MIC?content-type=text/html,https://www.dbdb.urmc.rochester.edu/genes/CASC5?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=CASC5,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=CASC5,,,,,
MIC,CASK,1,XL,,"Occipito-frontal (head) circumference (OFC) less than 3rd centile compared to appropriate, age matched, normal standards.",Microcephaly,https://www.dbdb.urmc.rochester.edu/phenotypes/MIC?content-type=text/html,https://www.dbdb.urmc.rochester.edu/genes/CASK?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=CASK,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=CASK,,,,,
MIC,CDC6,3,AR,Meier_Gorlin,"Occipito-frontal (head) circumference (OFC) less than 3rd centile compared to appropriate, age matched, normal standards.",Microcephaly,https://www.dbdb.urmc.rochester.edu/phenotypes/MIC?content-type=text/html,https://www.dbdb.urmc.rochester.edu/genes/CDC6?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=CDC6,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=CDC6,,,Meier-Gorlin syndrome,,https://www.dbdb.urmc.rochester.edu/syndromes/Meier_Gorlin?content-type=text/html
MIC,CDK5RAP2,1,AR,,"Occipito-frontal (head) circumference (OFC) less than 3rd centile compared to appropriate, age matched, normal standards.",Microcephaly,https://www.dbdb.urmc.rochester.edu/phenotypes/MIC?content-type=text/html,https://www.dbdb.urmc.rochester.edu/genes/CDK5RAP2?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=CDK5RAP2,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=CDK5RAP2,,,,,
MIC,CDK6,2,AR,,"Occipito-frontal (head) circumference (OFC) less than 3rd centile compared to appropriate, age matched, normal standards.",Microcephaly,https://www.dbdb.urmc.rochester.edu/phenotypes/MIC?content-type=text/html,https://www.dbdb.urmc.rochester.edu/genes/CDK6?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=CDK6,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=CDK6,,,,,
MIC,CDT1,3,AR,MGS,"Occipito-frontal (head) circumference (OFC) less than 3rd centile compared to appropriate, age matched, normal standards.",Microcephaly,https://www.dbdb.urmc.rochester.edu/phenotypes/MIC?content-type=text/html,https://www.dbdb.urmc.rochester.edu/genes/CDT1?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=CDT1,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=CDT1,,,,,
MIC,CENPE,2,AR,MOPD,"Occipito-frontal (head) circumference (OFC) less than 3rd centile compared to appropriate, age matched, normal standards.",Microcephaly,https://www.dbdb.urmc.rochester.edu/phenotypes/MIC?content-type=text/html,https://www.dbdb.urmc.rochester.edu/genes/CENPE?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=CENPE,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=CENPE,,,,,
MIC,CENPF,3,AR,,"Occipito-frontal (head) circumference (OFC) less than 3rd centile compared to appropriate, age matched, normal standards.",Microcephaly,https://www.dbdb.urmc.rochester.edu/phenotypes/MIC?content-type=text/html,https://www.dbdb.urmc.rochester.edu/genes/CENPF?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=CENPF,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=CENPF,,,,,
MIC,CENPJ,2,AR,Seckel,"Occipito-frontal (head) circumference (OFC) less than 3rd centile compared to appropriate, age matched, normal standards.",Microcephaly,https://www.dbdb.urmc.rochester.edu/phenotypes/MIC?content-type=text/html,https://www.dbdb.urmc.rochester.edu/genes/CENPJ?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=CENPJ,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=CENPJ,"Severe intrauterine and postnatal growth deficiency, abnormal facial features (large eyes, beaklike nose, narrow face, receding jaw) and variable intellectual disability. Some affected individuals have various types of myelodysplasia (pancytopenia, acute myeloid leukemia). Brain imaging findings include microcephaly with simplified gyral pattern.",AR,Seckel syndrome,"Bird-headed dwarfism, Nanocephalic dwarfism, Microcephalic primordial dwarfism",https://www.dbdb.urmc.rochester.edu/syndromes/Seckel?content-type=text/html
MIC,CEP135,2,AR,,"Occipito-frontal (head) circumference (OFC) less than 3rd centile compared to appropriate, age matched, normal standards.",Microcephaly,https://www.dbdb.urmc.rochester.edu/phenotypes/MIC?content-type=text/html,https://www.dbdb.urmc.rochester.edu/genes/CEP135?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=CEP135,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=CEP135,,,,,
MIC,CEP152,2,AR,Seckel,"Occipito-frontal (head) circumference (OFC) less than 3rd centile compared to appropriate, age matched, normal standards.",Microcephaly,https://www.dbdb.urmc.rochester.edu/phenotypes/MIC?content-type=text/html,https://www.dbdb.urmc.rochester.edu/genes/CEP152?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=CEP152,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=CEP152,"Severe intrauterine and postnatal growth deficiency, abnormal facial features (large eyes, beaklike nose, narrow face, receding jaw) and variable intellectual disability. Some affected individuals have various types of myelodysplasia (pancytopenia, acute myeloid leukemia). Brain imaging findings include microcephaly with simplified gyral pattern.",AR,Seckel syndrome,"Bird-headed dwarfism, Nanocephalic dwarfism, Microcephalic primordial dwarfism",https://www.dbdb.urmc.rochester.edu/syndromes/Seckel?content-type=text/html
MIC,CEP63,3,AR,Seckel,"Occipito-frontal (head) circumference (OFC) less than 3rd centile compared to appropriate, age matched, normal standards.",Microcephaly,https://www.dbdb.urmc.rochester.edu/phenotypes/MIC?content-type=text/html,https://www.dbdb.urmc.rochester.edu/genes/CEP63?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=CEP63,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=CEP63,"Severe intrauterine and postnatal growth deficiency, abnormal facial features (large eyes, beaklike nose, narrow face, receding jaw) and variable intellectual disability. Some affected individuals have various types of myelodysplasia (pancytopenia, acute myeloid leukemia). Brain imaging findings include microcephaly with simplified gyral pattern.",AR,Seckel syndrome,"Bird-headed dwarfism, Nanocephalic dwarfism, Microcephalic primordial dwarfism",https://www.dbdb.urmc.rochester.edu/syndromes/Seckel?content-type=text/html
MIC,COG7,3,AR,CDG_II,"Occipito-frontal (head) circumference (OFC) less than 3rd centile compared to appropriate, age matched, normal standards.",Microcephaly,https://www.dbdb.urmc.rochester.edu/phenotypes/MIC?content-type=text/html,https://www.dbdb.urmc.rochester.edu/genes/COG7?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=COG7,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=COG7,,AR,Congenital disorder of glycosylation type II,,https://www.dbdb.urmc.rochester.edu/syndromes/CDG_II?content-type=text/html
MIC,CREBBP,2,AD/de novo,Rubinstein_Taybi,"Occipito-frontal (head) circumference (OFC) less than 3rd centile compared to appropriate, age matched, normal standards.",Microcephaly,https://www.dbdb.urmc.rochester.edu/phenotypes/MIC?content-type=text/html,https://www.dbdb.urmc.rochester.edu/genes/CREBBP?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=CREBBP,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=CREBBP,"Characteristic dysmorphic facial features, broad thumbs and great toes, postnatal microcephaly, intellectual disability",AD/de novo,Rubinstein-Taybi syndrome,,https://www.dbdb.urmc.rochester.edu/syndromes/Rubinstein_Taybi?content-type=text/html
MIC,CTCF,3,AD/de novo,,"Occipito-frontal (head) circumference (OFC) less than 3rd centile compared to appropriate, age matched, normal standards.",Microcephaly,https://www.dbdb.urmc.rochester.edu/phenotypes/MIC?content-type=text/html,https://www.dbdb.urmc.rochester.edu/genes/CTCF?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=CTCF,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=CTCF,,,,,
MIC,DDB2,1,AR,XP,"Occipito-frontal (head) circumference (OFC) less than 3rd centile compared to appropriate, age matched, normal standards.",Microcephaly,https://www.dbdb.urmc.rochester.edu/phenotypes/MIC?content-type=text/html,https://www.dbdb.urmc.rochester.edu/genes/DDB2?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=DDB2,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=DDB2,"Sun sensitivity, ocular involvement, and increased risk of cutaneous neoplasms (basal cell carcinoma, squamous cell carcinoma, melanoma).",AR,Xeroderma Pigmentosum,DeSanctis-Cacchione syndrome,https://www.dbdb.urmc.rochester.edu/syndromes/XP?content-type=text/html
MIC,DHCR7,1,AR,SLOS,"Occipito-frontal (head) circumference (OFC) less than 3rd centile compared to appropriate, age matched, normal standards.",Microcephaly,https://www.dbdb.urmc.rochester.edu/phenotypes/MIC?content-type=text/html,https://www.dbdb.urmc.rochester.edu/genes/DHCR7?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=DHCR7,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=DHCR7,"Growth retardation, mental retardation, distinctive facies (including micrognathia, low-set/posteriorly-rotated ears, ptosis, epicanthal folds, hypertelorism), cleft palate, structural cardiac defects, abnormal male genitalia (ie hypospadius), postaxial polydactyly, syndactyly of toes 2-3",AR,Smith-Lemli-Opitz syndrome,RSH Syndrome (acronym derived from the first 3 families identified with the condition),https://www.dbdb.urmc.rochester.edu/syndromes/SLOS?content-type=text/html
MIC,DPAGT1,3,AR,CDG_Ij,"Occipito-frontal (head) circumference (OFC) less than 3rd centile compared to appropriate, age matched, normal standards.",Microcephaly,https://www.dbdb.urmc.rochester.edu/phenotypes/MIC?content-type=text/html,https://www.dbdb.urmc.rochester.edu/genes/DPAGT1?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=DPAGT1,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=DPAGT1,"Microcephaly, intellectual disability, epilepsy",AR,Congenital disorder of glycosylation type Ij,,https://www.dbdb.urmc.rochester.edu/syndromes/CDG_Ij?content-type=text/html
MIC,DPM1,3,AR,CDG_Ie,"Occipito-frontal (head) circumference (OFC) less than 3rd centile compared to appropriate, age matched, normal standards.",Microcephaly,https://www.dbdb.urmc.rochester.edu/phenotypes/MIC?content-type=text/html,https://www.dbdb.urmc.rochester.edu/genes/DPM1?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=DPM1,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=DPM1,"Intellectual disability, microcephaly, epilepsy",AR,Congenital disorder of glycosylation type Ie,,https://www.dbdb.urmc.rochester.edu/syndromes/CDG_Ie?content-type=text/html
MIC,DYM,3,AR,DMC,"Occipito-frontal (head) circumference (OFC) less than 3rd centile compared to appropriate, age matched, normal standards.",Microcephaly,https://www.dbdb.urmc.rochester.edu/phenotypes/MIC?content-type=text/html,https://www.dbdb.urmc.rochester.edu/genes/DYM?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=DYM,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=DYM,"Progressive spondyloepimetaphyseal dysplasia, short stature, intellectual disability",AR,Dyggve-Melchior-Clausen syndrome,,https://www.dbdb.urmc.rochester.edu/syndromes/DMC?content-type=text/html
MIC,DYNC1H1,3,AD/de novo,,"Occipito-frontal (head) circumference (OFC) less than 3rd centile compared to appropriate, age matched, normal standards.",Microcephaly,https://www.dbdb.urmc.rochester.edu/phenotypes/MIC?content-type=text/html,https://www.dbdb.urmc.rochester.edu/genes/DYNC1H1?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=DYNC1H1,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=DYNC1H1,,,,,
MIC,DYRK1A,1,AD/de novo,,"Occipito-frontal (head) circumference (OFC) less than 3rd centile compared to appropriate, age matched, normal standards.",Microcephaly,https://www.dbdb.urmc.rochester.edu/phenotypes/MIC?content-type=text/html,https://www.dbdb.urmc.rochester.edu/genes/DYRK1A?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=DYRK1A,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=DYRK1A,,,,,
MIC,EFTUD2,3,AD/de novo,MFD_MIC,"Occipito-frontal (head) circumference (OFC) less than 3rd centile compared to appropriate, age matched, normal standards.",Microcephaly,https://www.dbdb.urmc.rochester.edu/phenotypes/MIC?content-type=text/html,https://www.dbdb.urmc.rochester.edu/genes/EFTUD2?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=EFTUD2,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=EFTUD2,"Choanal atresia, cleft palate, maxillary and mandibular hypoplasia, microtia, microcephaly",AD/de novo,Mandibulofacial dysostosis with microcephaly,,https://www.dbdb.urmc.rochester.edu/syndromes/MFD_MIC?content-type=text/html
MIC,EIF2AK3,3,AD/de novo,,"Occipito-frontal (head) circumference (OFC) less than 3rd centile compared to appropriate, age matched, normal standards.",Microcephaly,https://www.dbdb.urmc.rochester.edu/phenotypes/MIC?content-type=text/html,https://www.dbdb.urmc.rochester.edu/genes/EIF2AK3?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=EIF2AK3,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=EIF2AK3,,,,,
MIC,EP300,3,AD/de novo,Rubinstein_Taybi,"Occipito-frontal (head) circumference (OFC) less than 3rd centile compared to appropriate, age matched, normal standards.",Microcephaly,https://www.dbdb.urmc.rochester.edu/phenotypes/MIC?content-type=text/html,https://www.dbdb.urmc.rochester.edu/genes/EP300?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=EP300,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=EP300,"Characteristic dysmorphic facial features, broad thumbs and great toes, postnatal microcephaly, intellectual disability",AD/de novo,Rubinstein-Taybi syndrome,,https://www.dbdb.urmc.rochester.edu/syndromes/Rubinstein_Taybi?content-type=text/html
MIC,ERCC1,1,AR,XP,"Occipito-frontal (head) circumference (OFC) less than 3rd centile compared to appropriate, age matched, normal standards.",Microcephaly,https://www.dbdb.urmc.rochester.edu/phenotypes/MIC?content-type=text/html,https://www.dbdb.urmc.rochester.edu/genes/ERCC1?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=ERCC1,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=ERCC1,"Sun sensitivity, ocular involvement, and increased risk of cutaneous neoplasms (basal cell carcinoma, squamous cell carcinoma, melanoma).",AR,Xeroderma Pigmentosum,DeSanctis-Cacchione syndrome,https://www.dbdb.urmc.rochester.edu/syndromes/XP?content-type=text/html
MIC,ERCC2,1,AR,XP,"Occipito-frontal (head) circumference (OFC) less than 3rd centile compared to appropriate, age matched, normal standards.",Microcephaly,https://www.dbdb.urmc.rochester.edu/phenotypes/MIC?content-type=text/html,https://www.dbdb.urmc.rochester.edu/genes/ERCC2?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=ERCC2,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=ERCC2,"Sun sensitivity, ocular involvement, and increased risk of cutaneous neoplasms (basal cell carcinoma, squamous cell carcinoma, melanoma).",AR,Xeroderma Pigmentosum,DeSanctis-Cacchione syndrome,https://www.dbdb.urmc.rochester.edu/syndromes/XP?content-type=text/html
MIC,ERCC3,1,AR,XP,"Occipito-frontal (head) circumference (OFC) less than 3rd centile compared to appropriate, age matched, normal standards.",Microcephaly,https://www.dbdb.urmc.rochester.edu/phenotypes/MIC?content-type=text/html,https://www.dbdb.urmc.rochester.edu/genes/ERCC3?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=ERCC3,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=ERCC3,"Sun sensitivity, ocular involvement, and increased risk of cutaneous neoplasms (basal cell carcinoma, squamous cell carcinoma, melanoma).",AR,Xeroderma Pigmentosum,DeSanctis-Cacchione syndrome,https://www.dbdb.urmc.rochester.edu/syndromes/XP?content-type=text/html
MIC,ERCC4,1,AR,XP,"Occipito-frontal (head) circumference (OFC) less than 3rd centile compared to appropriate, age matched, normal standards.",Microcephaly,https://www.dbdb.urmc.rochester.edu/phenotypes/MIC?content-type=text/html,https://www.dbdb.urmc.rochester.edu/genes/ERCC4?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=ERCC4,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=ERCC4,"Sun sensitivity, ocular involvement, and increased risk of cutaneous neoplasms (basal cell carcinoma, squamous cell carcinoma, melanoma).",AR,Xeroderma Pigmentosum,DeSanctis-Cacchione syndrome,https://www.dbdb.urmc.rochester.edu/syndromes/XP?content-type=text/html
MIC,ERCC5,1,AR,XP,"Occipito-frontal (head) circumference (OFC) less than 3rd centile compared to appropriate, age matched, normal standards.",Microcephaly,https://www.dbdb.urmc.rochester.edu/phenotypes/MIC?content-type=text/html,https://www.dbdb.urmc.rochester.edu/genes/ERCC5?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=ERCC5,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=ERCC5,"Sun sensitivity, ocular involvement, and increased risk of cutaneous neoplasms (basal cell carcinoma, squamous cell carcinoma, melanoma).",AR,Xeroderma Pigmentosum,DeSanctis-Cacchione syndrome,https://www.dbdb.urmc.rochester.edu/syndromes/XP?content-type=text/html
MIC,ERCC6,2,AR,COFS,"Occipito-frontal (head) circumference (OFC) less than 3rd centile compared to appropriate, age matched, normal standards.",Microcephaly,https://www.dbdb.urmc.rochester.edu/phenotypes/MIC?content-type=text/html,https://www.dbdb.urmc.rochester.edu/genes/ERCC6?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=ERCC6,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=ERCC6,"Microcephaly, arthrogryposis, facial dysmorphism (prominent nose, large ears, micrognathia), microphthalmia, scoliosis",AR,Cerebro-Oculo-Facio-Skeletal syndrome,"Pena-Shokeir Syndrome, type II",https://www.dbdb.urmc.rochester.edu/syndromes/COFS?content-type=text/html
MIC,ERCC6,1,AR,Cockayne,"Occipito-frontal (head) circumference (OFC) less than 3rd centile compared to appropriate, age matched, normal standards.",Microcephaly,https://www.dbdb.urmc.rochester.edu/phenotypes/MIC?content-type=text/html,https://www.dbdb.urmc.rochester.edu/genes/ERCC6?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=ERCC6,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=ERCC6,"Postnatal growth failure, including postnatal microcephaly, progressive central nervous system impairment",AR,Cockayne syndrome,,https://www.dbdb.urmc.rochester.edu/syndromes/Cockayne?content-type=text/html
MIC,ERCC8,1,AR,Cockayne,"Occipito-frontal (head) circumference (OFC) less than 3rd centile compared to appropriate, age matched, normal standards.",Microcephaly,https://www.dbdb.urmc.rochester.edu/phenotypes/MIC?content-type=text/html,https://www.dbdb.urmc.rochester.edu/genes/ERCC8?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=ERCC8,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=ERCC8,"Postnatal growth failure, including postnatal microcephaly, progressive central nervous system impairment",AR,Cockayne syndrome,,https://www.dbdb.urmc.rochester.edu/syndromes/Cockayne?content-type=text/html
MIC,FOXG1,2,AD/de novo,,"Occipito-frontal (head) circumference (OFC) less than 3rd centile compared to appropriate, age matched, normal standards.",Microcephaly,https://www.dbdb.urmc.rochester.edu/phenotypes/MIC?content-type=text/html,https://www.dbdb.urmc.rochester.edu/genes/FOXG1?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=FOXG1,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=FOXG1,,,,,
MIC,HCCS,2,XL,MLS,"Occipito-frontal (head) circumference (OFC) less than 3rd centile compared to appropriate, age matched, normal standards.",Microcephaly,https://www.dbdb.urmc.rochester.edu/phenotypes/MIC?content-type=text/html,https://www.dbdb.urmc.rochester.edu/genes/HCCS?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=HCCS,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=HCCS,Unilateral or bilateral microophthalmia and/or anophthalmia and linear skin defects,XL,Microphthalmia with linear skin defects syndrome,"Microphthalmia, dermal aplasia, and sclerocornea",https://www.dbdb.urmc.rochester.edu/syndromes/MLS?content-type=text/html
MIC,IER3IP1,3,AR,,"Occipito-frontal (head) circumference (OFC) less than 3rd centile compared to appropriate, age matched, normal standards.",Microcephaly,https://www.dbdb.urmc.rochester.edu/phenotypes/MIC?content-type=text/html,https://www.dbdb.urmc.rochester.edu/genes/IER3IP1?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=IER3IP1,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=IER3IP1,,,,,
MIC,IQSEC2,3,XL,,"Occipito-frontal (head) circumference (OFC) less than 3rd centile compared to appropriate, age matched, normal standards.",Microcephaly,https://www.dbdb.urmc.rochester.edu/phenotypes/MIC?content-type=text/html,https://www.dbdb.urmc.rochester.edu/genes/IQSEC2?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=IQSEC2,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=IQSEC2,,,,,
MIC,JARID1C,3,XL,,"Occipito-frontal (head) circumference (OFC) less than 3rd centile compared to appropriate, age matched, normal standards.",Microcephaly,https://www.dbdb.urmc.rochester.edu/phenotypes/MIC?content-type=text/html,https://www.dbdb.urmc.rochester.edu/genes/JARID1C?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=JARID1C,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=JARID1C,,,,,
MIC,KAT6A,2,AD/de novo,,"Occipito-frontal (head) circumference (OFC) less than 3rd centile compared to appropriate, age matched, normal standards.",Microcephaly,https://www.dbdb.urmc.rochester.edu/phenotypes/MIC?content-type=text/html,https://www.dbdb.urmc.rochester.edu/genes/KAT6A?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=KAT6A,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=KAT6A,,,,,
MIC,KATNB1,2,AR,,"Occipito-frontal (head) circumference (OFC) less than 3rd centile compared to appropriate, age matched, normal standards.",Microcephaly,https://www.dbdb.urmc.rochester.edu/phenotypes/MIC?content-type=text/html,https://www.dbdb.urmc.rochester.edu/genes/KATNB1?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=KATNB1,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=KATNB1,,,,,
MIC,KCNJ6,3,AD/De novo,KPLBS,"Occipito-frontal (head) circumference (OFC) less than 3rd centile compared to appropriate, age matched, normal standards.",Microcephaly,https://www.dbdb.urmc.rochester.edu/phenotypes/MIC?content-type=text/html,https://www.dbdb.urmc.rochester.edu/genes/KCNJ6?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=KCNJ6,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=KCNJ6,"Severe developmental delay, intellectual disability, microcephaly, lipodystrophy, aged appearance.",AD/De novo,Keppen-Lubinsky syndrome,,https://www.dbdb.urmc.rochester.edu/syndromes/KPLBS?content-type=text/html
MIC,KIF11,2,AD,MICLCR,"Occipito-frontal (head) circumference (OFC) less than 3rd centile compared to appropriate, age matched, normal standards.",Microcephaly,https://www.dbdb.urmc.rochester.edu/phenotypes/MIC?content-type=text/html,https://www.dbdb.urmc.rochester.edu/genes/KIF11?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=KIF11,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=KIF11,"The three cardinal features of this syndrome are microcephaly, ocular abnormalities (predominantly chorioretinopathy) and variable lower limb lymphedema.",AD and AR reported,Microcephaly with lymphedema and chorioretinopathy,,https://www.dbdb.urmc.rochester.edu/syndromes/MICLCR?content-type=text/html
